state,d_month,year,month_only,month,totals,handguns_total,long_guns_total,other_total
Kentucky,2000-07-01,2000,07,2000-07,13354,5823,7245,286
Louisiana,2000-07-01,2000,07,2000-07,10187,4310,5716,161
Maine,2000-07-01,2000,07,2000-07,2686,829,1814,43
Mariana Islands,2000-07-01,2000,07,2000-07,0,0,0,0
Maryland,2000-07-01,2000,07,2000-07,5403,137,2766,2500
Massachusetts,2000-07-01,2000,07,2000-07,5133,877,602,3654
Michigan,2000-07-01,2000,07,2000-07,19471,70,9656,9745
Minnesota,2000-07-01,2000,07,2000-07,10839,2168,6569,2102
Mississippi,2000-07-01,2000,07,2000-07,9271,4092,5044,135
Missouri,2000-07-01,2000,07,2000-07,10612,2390,8117,105
Montana,2000-07-01,2000,07,2000-07,4646,1332,3228,86
Nebraska,2000-07-01,2000,07,2000-07,2329,20,1457,852
Nevada,2000-07-01,2000,07,2000-07,3585,1842,1648,95
New Hampshire,2000-07-01,2000,07,2000-07,2775,1116,1597,62
New Jersey,2000-07-01,2000,07,2000-07,2574,1195,1327,52
New Mexico,2000-07-01,2000,07,2000-07,5401,2048,3229,124
New York,2000-07-01,2000,07,2000-07,10067,637,5026,4404
North Carolina,2000-07-01,2000,07,2000-07,17014,1246,8984,6784
North Dakota,2000-07-01,2000,07,2000-07,1904,326,1377,201
Ohio,2000-07-01,2000,07,2000-07,14878,5923,8588,367
Oklahoma,2000-07-01,2000,07,2000-07,9467,3613,5620,234
Oregon,2000-07-01,2000,07,2000-07,8159,3136,4864,159
Pennsylvania,2000-07-01,2000,07,2000-07,31171,0,30329,842
Puerto Rico,2000-07-01,2000,07,2000-07,374,283,86,5
Rhode Island,2000-07-01,2000,07,2000-07,595,282,239,74
South Carolina,2000-07-01,2000,07,2000-07,7514,3201,3742,571
South Dakota,2000-07-01,2000,07,2000-07,2094,375,1703,16
Tennessee,2000-07-01,2000,07,2000-07,16221,8199,7695,327
Texas,2000-07-01,2000,07,2000-07,45518,14041,21850,9627
Utah,2000-07-01,2000,07,2000-07,3953,1382,2512,59
Vermont,2000-07-01,2000,07,2000-07,1206,417,774,15
Virgin Islands,2000-07-01,2000,07,2000-07,0,0,0,0
Virginia,2000-07-01,2000,07,2000-07,11886,5268,6498,120
Washington,2000-07-01,2000,07,2000-07,9156,2594,5035,1527
West Virginia,2000-07-01,2000,07,2000-07,7743,2638,4957,148
Wisconsin,2000-07-01,2000,07,2000-07,9498,2565,6924,9
Wyoming,2000-07-01,2000,07,2000-07,2267,656,1262,349
Alabama,2000-06-01,2000,06,2000-06,12944,6144,6568,232
Alaska,2000-06-01,2000,06,2000-06,2959,990,1907,62
Arizona,2000-06-01,2000,06,2000-06,10755,5117,4170,1468
Arkansas,2000-06-01,2000,06,2000-06,9758,3448,5543,767
California,2000-06-01,2000,06,2000-06,64614,22813,21337,20464
Colorado,2000-06-01,2000,06,2000-06,20632,8931,10977,724
Connecticut,2000-06-01,2000,06,2000-06,6779,0,0,6779
Delaware,2000-06-01,2000,06,2000-06,880,384,489,7
District of Columbia,2000-06-01,2000,06,2000-06,0,0,0,0
Florida,2000-06-01,2000,06,2000-06,18875,10041,7298,1536
Georgia,2000-06-01,2000,06,2000-06,20972,6209,5787,8976
Guam,2000-06-01,2000,06,2000-06,22,11,11,0
Hawaii,2000-06-01,2000,06,2000-06,489,0,0,489
Idaho,2000-06-01,2000,06,2000-06,5350,1593,2725,1032
Illinois,2000-06-01,2000,06,2000-06,28722,4241,4631,19850
Indiana,2000-06-01,2000,06,2000-06,13005,1524,3051,8430
Iowa,2000-06-01,2000,06,2000-06,4003,29,1633,2341
Kansas,2000-06-01,2000,06,2000-06,5205,2057,3009,139
Kentucky,2000-06-01,2000,06,2000-06,13879,6376,7163,340
Louisiana,2000-06-01,2000,06,2000-06,9653,4562,4891,200
Maine,2000-06-01,2000,06,2000-06,2406,843,1519,44
Mariana Islands,2000-06-01,2000,06,2000-06,0,0,0,0
Maryland,2000-06-01,2000,06,2000-06,5364,141,2495,2728
Massachusetts,2000-06-01,2000,06,2000-06,5311,1057,590,3664
Michigan,2000-06-01,2000,06,2000-06,18150,80,8801,9269
Minnesota,2000-06-01,2000,06,2000-06,10808,2368,5976,2464
Mississippi,2000-06-01,2000,06,2000-06,9220,4334,4721,165
Missouri,2000-06-01,2000,06,2000-06,11085,2881,8094,110
Montana,2000-06-01,2000,06,2000-06,5328,1554,3681,93
Nebraska,2000-06-01,2000,06,2000-06,2137,24,1265,848
Nevada,2000-06-01,2000,06,2000-06,3611,1796,1702,113
New Hampshire,2000-06-01,2000,06,2000-06,2697,1194,1447,56
New Jersey,2000-06-01,2000,06,2000-06,2934,1414,1464,56
New Mexico,2000-06-01,2000,06,2000-06,6040,2389,3538,113
New York,2000-06-01,2000,06,2000-06,9527,707,4674,4146
North Carolina,2000-06-01,2000,06,2000-06,17839,1400,8650,7789
North Dakota,2000-06-01,2000,06,2000-06,1973,327,1385,261
Ohio,2000-06-01,2000,06,2000-06,15730,6704,8657,369
Oklahoma,2000-06-01,2000,06,2000-06,10371,4044,6054,273
Oregon,2000-06-01,2000,06,2000-06,9375,3781,5410,184
Pennsylvania,2000-06-01,2000,06,2000-06,31442,7,30338,1097
Puerto Rico,2000-06-01,2000,06,2000-06,454,361,89,4
Rhode Island,2000-06-01,2000,06,2000-06,682,355,273,54
South Carolina,2000-06-01,2000,06,2000-06,7483,3557,3342,584
South Dakota,2000-06-01,2000,06,2000-06,1905,417,1457,31
Tennessee,2000-06-01,2000,06,2000-06,12596,6777,5604,215
Texas,2000-06-01,2000,06,2000-06,42043,14721,20585,6737
Utah,2000-06-01,2000,06,2000-06,3964,1487,2433,44
Vermont,2000-06-01,2000,06,2000-06,1130,435,690,5
Virgin Islands,2000-06-01,2000,06,2000-06,0,0,0,0
Virginia,2000-06-01,2000,06,2000-06,11129,5088,5883,158
Washington,2000-06-01,2000,06,2000-06,8910,2539,5128,1243
West Virginia,2000-06-01,2000,06,2000-06,7397,2802,4452,143
Wisconsin,2000-06-01,2000,06,2000-06,9160,2772,6379,9
Wyoming,2000-06-01,2000,06,2000-06,2339,767,1325,247
Alabama,2000-05-01,2000,05,2000-05,11832,5681,5940,211
Alaska,2000-05-01,2000,05,2000-05,3069,983,2015,71
Arizona,2000-05-01,2000,05,2000-05,10782,5115,4040,1627
Arkansas,2000-05-01,2000,05,2000-05,9462,3314,5383,765
California,2000-05-01,2000,05,2000-05,62909,23637,21526,17746
Colorado,2000-05-01,2000,05,2000-05,17670,7646,9195,829
Connecticut,2000-05-01,2000,05,2000-05,6932,0,0,6932
Delaware,2000-05-01,2000,05,2000-05,870,398,458,14
District of Columbia,2000-05-01,2000,05,2000-05,2,2,0,0
Florida,2000-05-01,2000,05,2000-05,18427,9593,6685,2149
Georgia,2000-05-01,2000,05,2000-05,19557,5843,4990,8724
Guam,2000-05-01,2000,05,2000-05,18,9,7,2
Hawaii,2000-05-01,2000,05,2000-05,452,0,0,452
Idaho,2000-05-01,2000,05,2000-05,5278,1563,2908,807
Illinois,2000-05-01,2000,05,2000-05,30664,4626,5124,20914
Indiana,2000-05-01,2000,05,2000-05,11238,1763,2698,6777
Iowa,2000-05-01,2000,05,2000-05,4179,29,1511,2639
Kansas,2000-05-01,2000,05,2000-05,5493,2182,3157,154
Kentucky,2000-05-01,2000,05,2000-05,12913,5982,6622,309
Louisiana,2000-05-01,2000,05,2000-05,9066,4323,4558,185
Maine,2000-05-01,2000,05,2000-05,2434,922,1466,46
Mariana Islands,2000-05-01,2000,05,2000-05,2,1,1,0
Maryland,2000-05-01,2000,05,2000-05,5508,143,2300,3065
Massachusetts,2000-05-01,2000,05,2000-05,2673,948,614,1111
Michigan,2000-05-01,2000,05,2000-05,18250,73,8599,9578
Minnesota,2000-05-01,2000,05,2000-05,10317,2243,5585,2489
Mississippi,2000-05-01,2000,05,2000-05,8458,4141,4206,111
Missouri,2000-05-01,2000,05,2000-05,10574,2675,7818,81
Montana,2000-05-01,2000,05,2000-05,5222,1586,3536,100
Nebraska,2000-05-01,2000,05,2000-05,2202,26,1229,947
Nevada,2000-05-01,2000,05,2000-05,3799,2006,1676,117
New Hampshire,2000-05-01,2000,05,2000-05,2498,1002,1444,52
New Jersey,2000-05-01,2000,05,2000-05,2746,1246,1452,48
New Mexico,2000-05-01,2000,05,2000-05,5759,2405,3227,127
New York,2000-05-01,2000,05,2000-05,10157,737,5148,4272
North Carolina,2000-05-01,2000,05,2000-05,16974,1203,7626,8145
North Dakota,2000-05-01,2000,05,2000-05,1948,406,1243,299
Ohio,2000-05-01,2000,05,2000-05,15379,6753,8260,366
Oklahoma,2000-05-01,2000,05,2000-05,9323,3634,5445,244
Oregon,2000-05-01,2000,05,2000-05,9236,3827,5258,151
Pennsylvania,2000-05-01,2000,05,2000-05,32796,2,30655,2139
Puerto Rico,2000-05-01,2000,05,2000-05,425,329,87,9
Rhode Island,2000-05-01,2000,05,2000-05,669,333,256,80
South Carolina,2000-05-01,2000,05,2000-05,6810,3332,2901,577
South Dakota,2000-05-01,2000,05,2000-05,1901,431,1455,15
Tennessee,2000-05-01,2000,05,2000-05,12968,7082,5646,240
Texas,2000-05-01,2000,05,2000-05,41947,14332,19248,8367
Utah,2000-05-01,2000,05,2000-05,4006,1530,2425,51
Vermont,2000-05-01,2000,05,2000-05,1222,475,733,14
Virgin Islands,2000-05-01,2000,05,2000-05,0,0,0,0
Virginia,2000-05-01,2000,05,2000-05,11352,5497,5727,128
Washington,2000-05-01,2000,05,2000-05,8880,2661,4836,1383
West Virginia,2000-05-01,2000,05,2000-05,7143,2632,4378,133
Wisconsin,2000-05-01,2000,05,2000-05,9928,3070,6845,13
Wyoming,2000-05-01,2000,05,2000-05,2202,743,1285,174
Alabama,2000-04-01,2000,04,2000-04,13017,6429,6406,182
Alaska,2000-04-01,2000,04,2000-04,3432,1241,2110,81
Arizona,2000-04-01,2000,04,2000-04,11946,5884,4542,1520
Arkansas,2000-04-01,2000,04,2000-04,10908,3647,6410,851
California,2000-04-01,2000,04,2000-04,65796,24372,22963,18461
Colorado,2000-04-01,2000,04,2000-04,21778,9910,10726,1142
Connecticut,2000-04-01,2000,04,2000-04,7021,5,1,7015
Delaware,2000-04-01,2000,04,2000-04,1108,465,632,11
District of Columbia,2000-04-01,2000,04,2000-04,3,3,0,0
Florida,2000-04-01,2000,04,2000-04,18712,10156,7068,1488
Georgia,2000-04-01,2000,04,2000-04,21741,6666,6015,9060
Guam,2000-04-01,2000,04,2000-04,15,9,6,0
Hawaii,2000-04-01,2000,04,2000-04,419,0,0,419
Idaho,2000-04-01,2000,04,2000-04,6281,1688,3332,1261
Illinois,2000-04-01,2000,04,2000-04,34673,5361,5945,23367
Indiana,2000-04-01,2000,04,2000-04,13284,1821,7664,3799
Iowa,2000-04-01,2000,04,2000-04,5501,34,2250,3217
Kansas,2000-04-01,2000,04,2000-04,5896,2206,3563,127
Kentucky,2000-04-01,2000,04,2000-04,16387,6728,9352,307
Louisiana,2000-04-01,2000,04,2000-04,9776,4918,4695,163
Maine,2000-04-01,2000,04,2000-04,2966,1014,1896,56
Mariana Islands,2000-04-01,2000,04,2000-04,0,0,0,0
Maryland,2000-04-01,2000,04,2000-04,7440,105,3141,4194
Massachusetts,2000-04-01,2000,04,2000-04,3600,1617,834,1149
Michigan,2000-04-01,2000,04,2000-04,22333,104,11320,10909
Minnesota,2000-04-01,2000,04,2000-04,14781,2930,8899,2952
Mississippi,2000-04-01,2000,04,2000-04,9147,4375,4628,144
Missouri,2000-04-01,2000,04,2000-04,14225,3194,10893,138
Montana,2000-04-01,2000,04,2000-04,5744,1761,3872,111
Nebraska,2000-04-01,2000,04,2000-04,2650,34,1392,1224
Nevada,2000-04-01,2000,04,2000-04,3963,2040,1817,106
New Hampshire,2000-04-01,2000,04,2000-04,3115,1135,1922,58
New Jersey,2000-04-01,2000,04,2000-04,2986,1559,1396,31
New Mexico,2000-04-01,2000,04,2000-04,6240,2302,3797,141
New York,2000-04-01,2000,04,2000-04,12524,850,7639,4035
North Carolina,2000-04-01,2000,04,2000-04,18841,1154,9381,8306
North Dakota,2000-04-01,2000,04,2000-04,2498,539,1652,307
Ohio,2000-04-01,2000,04,2000-04,21170,9283,11404,483
Oklahoma,2000-04-01,2000,04,2000-04,11516,4588,6688,240
Oregon,2000-04-01,2000,04,2000-04,10993,4327,6503,163
Pennsylvania,2000-04-01,2000,04,2000-04,39189,0,37781,1408
Puerto Rico,2000-04-01,2000,04,2000-04,406,331,61,14
Rhode Island,2000-04-01,2000,04,2000-04,784,392,303,89
South Carolina,2000-04-01,2000,04,2000-04,7565,3514,3478,573
South Dakota,2000-04-01,2000,04,2000-04,2300,536,1747,17
Tennessee,2000-04-01,2000,04,2000-04,14344,7564,6545,235
Texas,2000-04-01,2000,04,2000-04,42204,14985,20674,6545
Utah,2000-04-01,2000,04,2000-04,4379,1655,2672,52
Vermont,2000-04-01,2000,04,2000-04,1708,580,1116,12
Virgin Islands,2000-04-01,2000,04,2000-04,0,0,0,0
Virginia,2000-04-01,2000,04,2000-04,13361,6182,7052,127
Washington,2000-04-01,2000,04,2000-04,9711,2849,5406,1456
West Virginia,2000-04-01,2000,04,2000-04,9255,3002,6087,166
Wisconsin,2000-04-01,2000,04,2000-04,14441,3704,10727,10
Wyoming,2000-04-01,2000,04,2000-04,2563,790,1531,242
Alabama,2000-03-01,2000,03,2000-03,17001,7781,8947,273
Alaska,2000-03-01,2000,03,2000-03,3054,1163,1826,65
Arizona,2000-03-01,2000,03,2000-03,14125,6811,5164,2150
Arkansas,2000-03-01,2000,03,2000-03,13984,4607,8261,1116
California,2000-03-01,2000,03,2000-03,64895,25411,24145,15339
Colorado,2000-03-01,2000,03,2000-03,27658,12054,14284,1320
Connecticut,2000-03-01,2000,03,2000-03,8787,0,0,8787
Delaware,2000-03-01,2000,03,2000-03,1251,543,694,14
District of Columbia,2000-03-01,2000,03,2000-03,2,2,0,0
Florida,2000-03-01,2000,03,2000-03,21673,11262,8575,1836
Georgia,2000-03-01,2000,03,2000-03,30832,8428,8768,13636
Guam,2000-03-01,2000,03,2000-03,23,12,11,0
Hawaii,2000-03-01,2000,03,2000-03,574,0,0,574
Idaho,2000-03-01,2000,03,2000-03,6711,1843,3617,1251
Illinois,2000-03-01,2000,03,2000-03,44109,6602,7597,29910
Indiana,2000-03-01,2000,03,2000-03,15093,2606,12476,11
Iowa,2000-03-01,2000,03,2000-03,7994,50,2844,5100
Kansas,2000-03-01,2000,03,2000-03,8355,3464,4741,150
Kentucky,2000-03-01,2000,03,2000-03,19364,8289,10669,406
Louisiana,2000-03-01,2000,03,2000-03,12336,6149,5977,210
Maine,2000-03-01,2000,03,2000-03,3514,1410,2061,43
Mariana Islands,2000-03-01,2000,03,2000-03,0,0,0,0
Maryland,2000-03-01,2000,03,2000-03,7482,152,3351,3979
Massachusetts,2000-03-01,2000,03,2000-03,3547,1658,860,1029
Michigan,2000-03-01,2000,03,2000-03,25935,89,12135,13711
Minnesota,2000-03-01,2000,03,2000-03,17218,3710,9318,4190
Mississippi,2000-03-01,2000,03,2000-03,12341,5636,6530,175
Missouri,2000-03-01,2000,03,2000-03,16401,4085,12164,152
Montana,2000-03-01,2000,03,2000-03,6002,1938,3932,132
Nebraska,2000-03-01,2000,03,2000-03,3531,39,1676,1816
Nevada,2000-03-01,2000,03,2000-03,4424,2287,1991,146
New Hampshire,2000-03-01,2000,03,2000-03,3362,1464,1848,50
New Jersey,2000-03-01,2000,03,2000-03,3267,1684,1508,75
New Mexico,2000-03-01,2000,03,2000-03,7724,3174,4399,151
New York,2000-03-01,2000,03,2000-03,12957,1316,7591,4050
North Carolina,2000-03-01,2000,03,2000-03,24942,1412,11467,12063
North Dakota,2000-03-01,2000,03,2000-03,2656,647,1762,247
Ohio,2000-03-01,2000,03,2000-03,24696,11022,13025,649
Oklahoma,2000-03-01,2000,03,2000-03,12702,4864,7578,260
Oregon,2000-03-01,2000,03,2000-03,12475,5386,6908,181
Pennsylvania,2000-03-01,2000,03,2000-03,48600,0,47342,1258
Puerto Rico,2000-03-01,2000,03,2000-03,620,543,70,7
Rhode Island,2000-03-01,2000,03,2000-03,939,464,352,123
South Carolina,2000-03-01,2000,03,2000-03,10773,4768,5170,835
South Dakota,2000-03-01,2000,03,2000-03,2500,603,1881,16
Tennessee,2000-03-01,2000,03,2000-03,19940,10389,9252,299
Texas,2000-03-01,2000,03,2000-03,51666,19236,25024,7406
Utah,2000-03-01,2000,03,2000-03,5549,2099,3376,74
Vermont,2000-03-01,2000,03,2000-03,1961,702,1242,17
Virgin Islands,2000-03-01,2000,03,2000-03,0,0,0,0
Virginia,2000-03-01,2000,03,2000-03,17908,8120,9611,177
Washington,2000-03-01,2000,03,2000-03,11763,3630,6327,1806
West Virginia,2000-03-01,2000,03,2000-03,10855,4101,6567,187
Wisconsin,2000-03-01,2000,03,2000-03,16615,4480,12120,15
Wyoming,2000-03-01,2000,03,2000-03,3047,965,1665,417
Alabama,2000-02-01,2000,02,2000-02,19309,8710,10309,290
Alaska,2000-02-01,2000,02,2000-02,2620,995,1556,69
Arizona,2000-02-01,2000,02,2000-02,13882,6612,5254,2016
Arkansas,2000-02-01,2000,02,2000-02,16075,5268,10046,761
California,2000-02-01,2000,02,2000-02,58905,23175,22390,13340
Colorado,2000-02-01,2000,02,2000-02,24812,10847,12928,1037
Connecticut,2000-02-01,2000,02,2000-02,7645,0,0,7645
Delaware,2000-02-01,2000,02,2000-02,1133,487,644,2
District of Columbia,2000-02-01,2000,02,2000-02,1,1,0,0
Florida,2000-02-01,2000,02,2000-02,22271,11071,9088,2112
Georgia,2000-02-01,2000,02,2000-02,34114,9255,9820,15039
Guam,2000-02-01,2000,02,2000-02,16,11,5,0
Hawaii,2000-02-01,2000,02,2000-02,511,0,0,511
Idaho,2000-02-01,2000,02,2000-02,6340,1818,3373,1149
Illinois,2000-02-01,2000,02,2000-02,38528,6515,7141,24872
Indiana,2000-02-01,2000,02,2000-02,14732,2452,12274,6
Iowa,2000-02-01,2000,02,2000-02,7661,46,2776,4839
Kansas,2000-02-01,2000,02,2000-02,8219,3182,4811,226
Kentucky,2000-02-01,2000,02,2000-02,21621,9215,11955,451
Louisiana,2000-02-01,2000,02,2000-02,13280,6288,6746,246
Maine,2000-02-01,2000,02,2000-02,2723,1057,1614,52
Mariana Islands,2000-02-01,2000,02,2000-02,0,0,0,0
Maryland,2000-02-01,2000,02,2000-02,6566,167,3358,3041
Massachusetts,2000-02-01,2000,02,2000-02,2825,1394,730,701
Michigan,2000-02-01,2000,02,2000-02,21793,85,11080,10628
Minnesota,2000-02-01,2000,02,2000-02,12752,2743,6831,3178
Mississippi,2000-02-01,2000,02,2000-02,15169,6988,7932,249
Missouri,2000-02-01,2000,02,2000-02,16933,4077,12722,134
Montana,2000-02-01,2000,02,2000-02,5301,1699,3477,125
Nebraska,2000-02-01,2000,02,2000-02,3284,52,1678,1554
Nevada,2000-02-01,2000,02,2000-02,4432,2297,1988,147
New Hampshire,2000-02-01,2000,02,2000-02,2694,1173,1474,47
New Jersey,2000-02-01,2000,02,2000-02,2778,1366,1366,46
New Mexico,2000-02-01,2000,02,2000-02,7687,2964,4520,203
New York,2000-02-01,2000,02,2000-02,11106,960,6116,4030
North Carolina,2000-02-01,2000,02,2000-02,27125,1747,13279,12099
North Dakota,2000-02-01,2000,02,2000-02,2099,497,1380,222
Ohio,2000-02-01,2000,02,2000-02,24204,10979,12697,528
Oklahoma,2000-02-01,2000,02,2000-02,14972,5465,9111,396
Oregon,2000-02-01,2000,02,2000-02,11551,4920,6442,189
Pennsylvania,2000-02-01,2000,02,2000-02,37931,0,36991,940
Puerto Rico,2000-02-01,2000,02,2000-02,418,347,61,10
Rhode Island,2000-02-01,2000,02,2000-02,853,442,317,94
South Carolina,2000-02-01,2000,02,2000-02,11851,5389,5524,938
South Dakota,2000-02-01,2000,02,2000-02,2288,531,1728,29
Tennessee,2000-02-01,2000,02,2000-02,21178,10708,10149,321
Texas,2000-02-01,2000,02,2000-02,52861,19266,27237,6358
Utah,2000-02-01,2000,02,2000-02,5831,2357,3406,68
Vermont,2000-02-01,2000,02,2000-02,1590,579,981,30
Virgin Islands,2000-02-01,2000,02,2000-02,0,0,0,0
Virginia,2000-02-01,2000,02,2000-02,15794,6927,8623,244
Washington,2000-02-01,2000,02,2000-02,10534,3163,5791,1580
West Virginia,2000-02-01,2000,02,2000-02,11546,3957,7330,259
Wisconsin,2000-02-01,2000,02,2000-02,13013,3830,9172,11
Wyoming,2000-02-01,2000,02,2000-02,2956,906,1729,321
Alabama,2000-01-01,2000,01,2000-01,17860,7542,10009,309
Alaska,2000-01-01,2000,01,2000-01,2149,809,1288,52
Arizona,2000-01-01,2000,01,2000-01,12192,5761,4762,1669
Arkansas,2000-01-01,2000,01,2000-01,12592,3684,7911,997
California,2000-01-01,2000,01,2000-01,57800,22711,22830,12259
Colorado,2000-01-01,2000,01,2000-01,23614,9950,12557,1107
Connecticut,2000-01-01,2000,01,2000-01,7661,3,3,7655
Delaware,2000-01-01,2000,01,2000-01,1057,429,616,12
District of Columbia,2000-01-01,2000,01,2000-01,4,4,0,0
Florida,2000-01-01,2000,01,2000-01,21069,9967,8871,2231
Georgia,2000-01-01,2000,01,2000-01,29933,7828,8832,13273
Guam,2000-01-01,2000,01,2000-01,23,6,16,1
Hawaii,2000-01-01,2000,01,2000-01,576,0,0,576
Idaho,2000-01-01,2000,01,2000-01,5284,1493,2740,1051
Illinois,2000-01-01,2000,01,2000-01,39273,6205,7059,26009
Indiana,2000-01-01,2000,01,2000-01,14663,2230,12428,5
Iowa,2000-01-01,2000,01,2000-01,8619,42,2563,6014
Kansas,2000-01-01,2000,01,2000-01,7987,2994,4852,141
Kentucky,2000-01-01,2000,01,2000-01,17459,7404,9685,370
Louisiana,2000-01-01,2000,01,2000-01,12767,5333,7232,202
Maine,2000-01-01,2000,01,2000-01,2606,962,1602,42
Mariana Islands,2000-01-01,2000,01,2000-01,0,0,0,0
Maryland,2000-01-01,2000,01,2000-01,5758,141,2896,2721
Massachusetts,2000-01-01,2000,01,2000-01,2578,1044,706,828
Michigan,2000-01-01,2000,01,2000-01,21227,70,10116,11041
Minnesota,2000-01-01,2000,01,2000-01,10104,2486,5074,2544
Mississippi,2000-01-01,2000,01,2000-01,12200,4960,7057,183
Missouri,2000-01-01,2000,01,2000-01,14172,3288,10698,186
Montana,2000-01-01,2000,01,2000-01,4407,1392,2922,93
Nebraska,2000-01-01,2000,01,2000-01,3196,41,1722,1433
Nevada,2000-01-01,2000,01,2000-01,4238,2220,1887,131
New Hampshire,2000-01-01,2000,01,2000-01,2753,1134,1581,38
New Jersey,2000-01-01,2000,01,2000-01,2614,1147,1419,48
New Mexico,2000-01-01,2000,01,2000-01,6299,2408,3766,125
New York,2000-01-01,2000,01,2000-01,10957,691,5567,4699
North Carolina,2000-01-01,2000,01,2000-01,23910,1296,11405,11209
North Dakota,2000-01-01,2000,01,2000-01,1834,456,1232,146
Ohio,2000-01-01,2000,01,2000-01,20200,8932,10795,473
Oklahoma,2000-01-01,2000,01,2000-01,11957,4388,7340,229
Oregon,2000-01-01,2000,01,2000-01,9658,4251,5248,159
Pennsylvania,2000-01-01,2000,01,2000-01,35120,1,33945,1174
Puerto Rico,2000-01-01,2000,01,2000-01,247,185,57,5
Rhode Island,2000-01-01,2000,01,2000-01,774,346,338,90
South Carolina,2000-01-01,2000,01,2000-01,9905,4275,4964,666
South Dakota,2000-01-01,2000,01,2000-01,1997,448,1527,22
Tennessee,2000-01-01,2000,01,2000-01,18928,9426,9238,264
Texas,2000-01-01,2000,01,2000-01,48626,16975,25892,5759
Utah,2000-01-01,2000,01,2000-01,4611,1788,2782,41
Vermont,2000-01-01,2000,01,2000-01,1123,433,679,11
Virgin Islands,2000-01-01,2000,01,2000-01,0,0,0,0
Virginia,2000-01-01,2000,01,2000-01,13636,6044,7453,139
Washington,2000-01-01,2000,01,2000-01,9171,2794,4919,1458
West Virginia,2000-01-01,2000,01,2000-01,8589,3059,5374,156
Wisconsin,2000-01-01,2000,01,2000-01,10368,3425,6937,6
Wyoming,2000-01-01,2000,01,2000-01,2508,776,1385,347
Alabama,1999-12-01,1999,12,1999-12,41183,10923,29890,370
Alaska,1999-12-01,1999,12,1999-12,4264,1354,2833,77
Arizona,1999-12-01,1999,12,1999-12,21521,9128,10665,1728
Arkansas,1999-12-01,1999,12,1999-12,26058,5482,19908,668
California,1999-12-01,1999,12,1999-12,136278,49418,77697,9163
Colorado,1999-12-01,1999,12,1999-12,45397,16919,27112,1366
Connecticut,1999-12-01,1999,12,1999-12,8376,1944,2367,4065
Delaware,1999-12-01,1999,12,1999-12,2969,795,2146,28
District of Columbia,1999-12-01,1999,12,1999-12,2,2,0,0
Florida,1999-12-01,1999,12,1999-12,42811,14736,24200,3875
Georgia,1999-12-01,1999,12,1999-12,69293,16017,27898,25378
Guam,1999-12-01,1999,12,1999-12,27,14,13,0
Hawaii,1999-12-01,1999,12,1999-12,671,0,0,671
Idaho,1999-12-01,1999,12,1999-12,9279,2456,5936,887
Illinois,1999-12-01,1999,12,1999-12,51796,9292,15448,27056
Indiana,1999-12-01,1999,12,1999-12,24798,4311,20476,11
Iowa,1999-12-01,1999,12,1999-12,14055,50,7721,6284
Kansas,1999-12-01,1999,12,1999-12,15001,3700,11091,210
Kentucky,1999-12-01,1999,12,1999-12,35408,11426,23480,502
Louisiana,1999-12-01,1999,12,1999-12,30592,7460,22840,292
Maine,1999-12-01,1999,12,1999-12,4952,1320,3561,71
Mariana Islands,1999-12-01,1999,12,1999-12,0,0,0,0
Maryland,1999-12-01,1999,12,1999-12,12006,209,8127,3670
Massachusetts,1999-12-01,1999,12,1999-12,3498,1377,1358,763
Michigan,1999-12-01,1999,12,1999-12,38582,112,26295,12175
Minnesota,1999-12-01,1999,12,1999-12,18623,3613,12175,2835
Mississippi,1999-12-01,1999,12,1999-12,28891,7253,21383,255
Missouri,1999-12-01,1999,12,1999-12,28781,4792,23830,159
Montana,1999-12-01,1999,12,1999-12,7228,1976,5158,94
Nebraska,1999-12-01,1999,12,1999-12,7161,54,5388,1719
Nevada,1999-12-01,1999,12,1999-12,8365,3593,4569,203
New Hampshire,1999-12-01,1999,12,1999-12,4776,1680,3083,13
New Jersey,1999-12-01,1999,12,1999-12,4667,1468,3129,70
New Mexico,1999-12-01,1999,12,1999-12,12123,3919,7953,251
New York,1999-12-01,1999,12,1999-12,20415,778,14673,4964
North Carolina,1999-12-01,1999,12,1999-12,47921,1725,33628,12568
North Dakota,1999-12-01,1999,12,1999-12,3317,549,2648,120
Ohio,1999-12-01,1999,12,1999-12,41496,14076,26744,676
Oklahoma,1999-12-01,1999,12,1999-12,24255,6746,17121,388
Oregon,1999-12-01,1999,12,1999-12,20817,7507,13070,240
Pennsylvania,1999-12-01,1999,12,1999-12,57974,1,56133,1840
Puerto Rico,1999-12-01,1999,12,1999-12,492,392,94,6
Rhode Island,1999-12-01,1999,12,1999-12,1225,482,620,123
South Carolina,1999-12-01,1999,12,1999-12,22136,6716,14799,621
South Dakota,1999-12-01,1999,12,1999-12,3964,575,3367,22
Tennessee,1999-12-01,1999,12,1999-12,41637,14717,26478,442
Texas,1999-12-01,1999,12,1999-12,102015,26652,69368,5995
Utah,1999-12-01,1999,12,1999-12,12150,3400,8661,89
Vermont,1999-12-01,1999,12,1999-12,2425,678,1726,21
Virgin Islands,1999-12-01,1999,12,1999-12,0,0,0,0
Virginia,1999-12-01,1999,12,1999-12,29812,10238,19346,228
Washington,1999-12-01,1999,12,1999-12,17746,3847,12408,1491
West Virginia,1999-12-01,1999,12,1999-12,15911,4618,11087,206
